Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Purples,3,259.3617329,30441.51183,86.45391096,1,352.1126053,1,-1,-1,0.448314793,0.884139571,603.3244082,6.744784829,16.61806635,6.758,3242,45.12560028,452.0286048,6195.808031,53198.28578,-1,123983.2868,21.26096434,156.6990511,71.55929292,7570.732631,90,0,2,682.2562029,12,480.438396,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Khakis,2,385.9406615,119852.8584,128.6468872,0,931.6421175,0,1,1,0.327310321,0.723151632,590.0597814,4.578176758,55.20964053,8.783,7217,88.80322031,926.2847559,11168.99069,111692.7438,-1,867957.035,30.43492658,752.8072913,95.83106425,7105.684392,80,2,0,1399.691086,12,945.7411886,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Khakis,1,692.3754661,105124.7656,230.791822,0,455.49606,1,-1,-1,0.634525866,0.789029908,863.3045298,9.377021932,16.76781527,6.958,9042,95.53131284,494.0872304,5543.135061,53892.2884,1,207476.6607,22.22807303,216.7918544,36.63265104,53505.65693,90,0,1,634.18196,13,287.9076932,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Purples,10,633.0115499,81263.74817,211.00385,1,385.1292201,1,-1,1,0.688632409,0.107323523,816.144929,0.77164877,78.2777678,0.054,9946,89.79013732,386.7046387,4624.701478,50060.15055,0,148324.5161,19.66480711,167.9944006,12.08580609,44743.62855,60,2,1,659.9510689,10,546.8079442,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Blues,10,1605.843929,355149.4615,535.2813098,1,663.4819019,0,-1,-1,0.052300968,0.565625234,925.4697987,1.864355337,67.08856605,10.692,3308,80.56243779,0.917966478,6636.654952,33264.06094,0,440208.2341,0.958105671,693.3398701,90.45002877,287071.3619,80,0,2,543.5098229,14,952.6709258,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,4,24.77458741,382.0560901,8.258195804,0,46.26386915,1,1,1,0.746255988,0.116519865,82.29699708,1.244485676,38.43750781,9.113,6887,2.895013569,46.00285972,554.644411,5031.235882,0,2140.345589,6.782540801,798.779007,29.79215404,86.45599374,90,0.982970027,1,58.30116347,11,24.54440562,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Purples,8,488.8990548,72477.28267,162.9663516,0,444.737714,1,1,-1,0.36355902,0.805406128,50.10422785,9.037029094,36.37831502,1.123,8877,15.104322,399.907972,5102.93806,44817.78877,-1,197791.6342,18.10470824,181.9960596,25.24829314,26730.99811,90,1,0,579.3633772,15,479.7743831,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Purples,4,185.8177467,29177.74166,61.93924889,1,471.0703179,1,-1,1,0.603204861,0.959220371,616.7570662,0.524864136,31.45525092,3.237,6763,87.43261206,369.3704672,5449.444113,48431.11711,-1,221907.2444,19.21901317,136.5411385,11.97913629,3908.409802,70,0,2,615.9161986,10,472.7514927,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Purples,6,249.275978,34500.87633,83.09199267,0,415.2130094,1,1,-1,0.226189306,0.139595093,444.4888788,5.785436973,34.72388196,2.626,7374,53.82533034,399.7884794,6195.808031,53030.26203,1,172401.8432,19.99471128,170.1119339,26.97974406,6997.371238,90,2,2,705.4301177,15,608.1983706,0.656788793,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Reds,6,307.1353994,45979.29131,102.3784665,0,449.1109595,1,-1,1,0.274988145,0.534172592,150.2462707,1.91035128,0.596085028,9.515,9904,77.27072036,441.8810957,5374.871787,55485.99436,1,201700.654,21.020968,88.65780799,86.67037222,10593.72886,40,1,1,714.3566993,5,543.5052346,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Purples,8,742.2333556,114432.9321,247.4111185,1,462.5213806,1,-1,-1,0.067171675,0.736299657,907.1851298,0.213327466,83.54431477,0.067,9933,82.59875246,445.9004058,5517.014618,54703.95066,-1,100605.1733,21.11635399,138.2631965,9.058283106,61469.67269,70,1,0,690.3680408,9,485.6110749,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Browns,2,80.32088595,8738.083262,26.77362865,1,326.3690319,1,1,1,0.245132682,0.110397646,89.74879421,5.052919493,12.33185336,4.87,5130,87.45265827,372.4873012,4008.664921,43965.87544,1,106516.745,19.29993008,249.2020268,41.21477979,753.6008197,80,0,4,555.2367308,8,374.7225131,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Greens,1,247.7758235,22164.53741,82.59194118,0,268.3619865,1,1,-1,0.184994224,0.064835188,810.0138626,2.746666649,26.12147597,5.844,4156,15.9659676,487.8616888,3659.343243,58970.8406,0,72018.15582,22.08759129,286.8067102,93.25968432,6914.020689,100,1,2,800.2541473,12,668.6848576,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Purples,2,108.123968,14367.64995,36.04132267,0,398.6438034,1,1,-1,0.091129675,0.998109498,844.3683204,1.645416811,21.40251137,2.367,7633,45.82637446,338.0306042,4662.499243,47466.00462,-1,158916.882,18.38560862,212.6448403,66.0138922,1345.018263,100,0,1,640.7573941,15,593.33094,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Turquoises,6,892.8398521,34909.5512,297.613284,0,117.2983636,1,-1,1,0.519128008,0.778467216,806.655504,0.210644812,44.45603448,12.293,3707,9.689759114,70.37423655,1313.732109,8428.914389,1,13758.9061,8.388935364,739.7754726,62.98069407,88881.28012,60,2,2,92.56454674,9,34.99579497,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Whites,5,259.5778275,27927.2291,86.5259425,1,322.7613394,1,-1,-1,0.415193136,0.270624726,639.4885152,6.87740799,74.11975067,4.594,5406,56.27552585,393.2337172,3869.985652,43853.56534,0,104174.8822,17.92166646,256.8721943,34.25616161,7583.264668,90,2,5,596.8160903,9,550.9448808,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Khakis,2,664.344233,90063.21358,221.4480777,0,406.7012662,1,-1,-1,0.73612614,0.138969242,37.33862634,6.697623685,96.1192864,6.076,9924,32.87997309,472.2429485,5011.498559,47895.25432,-1,165405.9199,21.73115157,373.6876134,28.25948657,49270.69918,90,2,3,535.2952349,14,139.2129094,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Purples,8,794.6222175,113718.3707,264.8740725,0,429.3299441,1,1,1,0.596207353,0.726827299,341.1240242,2.138120856,66.05634193,2.713,7287,38.01496958,413.287543,5119.874527,53259.67941,1,184324.2009,20.32947473,127.3113751,99.20096972,70433.14836,100,2,2,695.2845422,16,560.7855182,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Greens,2,277.0151091,28257.5684,92.33836969,0,306.0219548,1,-1,-1,0.126699686,0.249361247,334.7792237,4.942179421,97.35323081,6.521,3479,49.71702991,508.3310292,4076.881607,60953.7277,-1,93649.43684,22.54619767,248.9788671,10.99227758,8628.712887,80,1,2,816.0321245,10,655.8640055,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Greens,1,600.2878785,65634.26547,200.0959595,1,328.0139471,1,-1,1,0.552713345,0.51633911,892.5521788,1.491513147,32.99600508,1.934,8066,30.70273753,490.0879723,4260.315416,60199.14437,0,107593.1495,22.13793062,242.2071059,50.69130666,40248.48897,60,0,3,809.0081673,8,670.2551951,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Blues,10,1749.550234,421498.1918,583.1834114,1,722.7540831,0,-1,-1,0.861652336,0.059847804,279.6637216,1.304344535,12.63143751,5.35,8650,4.835511371,69.99368966,7367.52821,21800.70694,-1,522373.4646,8.366223142,585.917062,18.96584798,340696.0747,80,2,1,220.3652149,11,170.1909718,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Oranges,8,753.6799233,110581.903,250.6440796,1,441.1909637,1,1,-1,0.735400758,0.62566815,388.1077976,4.842943624,93.03335135,5.819,6181,99.35331263,306.5642402,5025.038117,44657.26922,1,194649.4664,17.50897599,208.0811128,52.42590818,63083.09871,30,1,4,594.6330783,8,549.2123316,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Purples,1,724.3735864,116211.685,241.4578621,1,481.2917832,1,-1,1,0.205520663,0.04911359,788.1306405,9.107820024,2.571540209,6.514,3486,74.48538463,494.1999699,5801.317772,58929.7142,-1,231641.7806,22.23060885,23.25289532,9.536062763,58553.35705,80,0,1,736.6429838,10,487.4676652,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Purples,1,502.3847954,64489.26838,167.4615985,0,385.0988464,1,1,1,0.661320491,0.556704925,967.7933059,9.062829611,97.39671969,2.71,7290,9.097155812,437.3448072,4725.678078,53578.04909,1,148301.1215,20.91279052,132.9922167,33.28477042,28220.84856,70,1,2,693.9416051,11,523.6427879,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Khakis,3,671.4738743,58408.06866,223.8246248,1,260.9546144,1,1,1,0.027366748,0.235671512,788.6694537,0.821114639,33.57955304,6.635,9365,28.55108895,353.3149528,3316.17605,37529.0492,1,68097.31079,18.79667398,403.5085044,86.7590023,50331.28728,100,2,4,449.0272784,12,209.8967189,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Greens,9,302.5117181,27443.47802,100.8372394,0,272.1561814,1,1,1,0.404943683,0.198013832,180.2715282,4.018472726,29.5889786,6.738,3262,79.2599705,500.7744695,3723.110753,59124.07524,1,74068.9871,22.37799074,261.1561184,65.96872951,10278.98609,100,1,1,791.7270449,12,627.6288084,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yellows,6,999.0309002,51376.36561,333.0103001,0,154.2786082,1,1,1,0.804279758,0.610829058,967.6830347,3.371528729,15.58510396,4.585,9415,55.02347036,610.771345,2764.328772,58899.09655,-1,23801.88895,24.71378856,404.1581197,16.00658218,111238.8702,90,1,2,726.3101716,11,322.3762006,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Purples,6,861.8554958,99477.41764,287.2851653,0,346.2671577,1,1,-1,0.39906002,0.182628178,132.7692627,6.248686058,20.34755284,4.156,5844,45.80625328,463.7601214,4390.19182,53096.56759,0,119900.9445,21.53509047,169.1259848,64.52424543,82830.05134,90,0,3,671.7763946,14,439.5311392,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pinks,10,1025.426252,238990.942,341.8087508,0,699.1949196,0,1,1,0.216837799,0.987901638,278.0583007,4.911030903,55.24285818,0.155,9845,29.72542788,667.9674738,8327.884144,76650.70603,-1,488873.5356,25.84506672,260.6688865,17.29681548,117185.0308,80,1,1,917.3292292,7,492.4780216,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Purples,2,104.5314826,15267.69439,34.84382752,0,438.1750078,1,-1,1,0.836240487,0.1690799,1.268961001,9.183798325,78.44863215,3.539,6461,99.74846202,452.0687546,5285.887587,55568.07514,1,191997.3375,21.26190854,80.67639256,19.26430445,1258.936144,100,1,3,710.5402416,15,519.7217233,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pinks,5,85.6342439,20230.65876,28.54474797,0,708.7348884,0,-1,-1,0.462119877,0.056076055,897.4717031,1.146586651,89.99608459,5.574,4426,13.95072266,645.3889491,8378.126782,75409.17798,0,502305.1421,25.40450647,254.5738119,27.75434749,853.3473844,90,0,3,906.7141724,8,509.9812588,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,8,715.7275028,90709.74227,238.5758343,0,380.2134552,1,1,-1,0.230392174,0.931333687,208.0087049,5.995181589,29.71994064,0.412,9588,47.9202871,378.6035226,4559.341597,49112.65328,-1,144562.2715,19.45773683,174.6036846,93.75258046,57167.00452,70,2,1,647.4763144,11,499.0244219,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Purples,7,46.25583058,5836.167704,15.41861019,0,378.5145114,1,0.020689655,-1,0.445694318,0.393030541,431.7444419,7.943083192,20.28004189,4.395,5605,98.98621684,409.7685624,4604.682238,51547.03598,-1,143273.2353,20.24274098,155.5803002,32.98680584,263.1521505,60,2,3,674.7041202,9,536.1219258,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Khakis,8,285.2852021,8932.529132,133.3971526,1,93.93262322,1,1,1,0.881912987,0.607630845,751.9132656,3.088022089,82.47460597,9.091,6909,41.8687979,390.1971775,1719.720587,36079.50494,0,8823.337705,19.75340926,552.3441871,90.82034556,9148.166902,60,2,3,431.5897687,15,142.0380932,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Purples,6,388.8547037,55019.92481,132.5261165,0,424.4767335,1,1,-1,0.966674888,0.108573732,988.5270405,3.766748658,60.91175415,5.122,4878,7.679252001,391.7877999,5028.342935,50340.18561,-1,180180.4973,19.79363029,132.5253538,29.33608359,16940.50496,60,1,3,651.1666313,12,512.2198761,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Browns,5,79.92312496,8677.5998,26.64104165,1,325.7229921,1,-1,-1,0.975030895,0.516091395,342.863295,0.274566212,50.0787816,0.87,9130,69.50673654,358.76689,3974.763701,43081.59479,1,106095.4676,18.94114278,252.3192699,49.09584124,746.3861421,70,1,3,547.7006029,7,384.4762054,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Turquoises,8,293.488918,53264.04137,97.82963932,1,544.4570965,0,1,1,0.174903949,0.496326904,347.9822902,8.065251329,90.35522966,6.308,9692,56.27374284,899.3773761,7243.325717,98318.5917,1,296433.5299,29.98962114,470.1362677,67.25865945,9678.467968,90,2,2,1235.899065,11,744.0274335,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Khakis,4,620.1603475,141557.3609,206.7201158,1,684.7778712,0,1,1,0.879708794,0.386318274,432.1893451,8.282429602,44.41219941,11.819,4181,86.97903596,623.7297768,8095.238266,83892.64703,0,468920.7329,24.97458262,521.6459445,84.31751428,42949.92641,70,1,2,1115.770262,11,971.8713512,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Whites,10,823.3452784,144869.835,274.4484261,1,527.8581372,0,-1,1,0.284339696,0.351686719,389.1643384,1.631148723,92.77919475,2.25,7750,71.34659013,410.8805095,6100.342391,52478.797,-1,278634.213,20.2701877,100.6654484,21.03413914,75606.38702,90,2,1,653.768879,10,462.3812135,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Reds,6,246.8586106,44974.96642,82.28620353,1,546.5675228,0,-1,1,0.551617183,0.174129124,833.8714947,1.018691722,15.03122398,5.744,6256,68.11061234,491.5537995,6448.782827,62137.32234,0,298736.0569,22.1710126,99.81865599,39.60686149,6863.305495,45.4787234,2,3,790.9980086,9,587.8856735,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Turquoises,3,330.2128255,33340.49969,275.0315663,0,121.2242658,1,1,1,0.891773755,0.561366016,943.2123892,7.830865216,19.37835873,8.436,7564,3.108677804,84.68224364,1381.607145,11378.34812,0,14695.32261,9.202295564,683.8280717,49.11350745,75927.39404,60,0,0,143.6181005,9,110.5633092,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Greys,5,309.5298202,61465.60942,103.1766067,1,595.7320304,0,-1,-1,0.885769201,0.19892804,187.4289615,5.442108456,62.85885817,3.426,8574,25.22628622,544.4193056,7046.158916,65023.08253,0,354896.6521,23.33279464,105.7583633,64.07407143,10758.58878,40,0,1,796.1178294,9,493.1345026,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Purples,5,118.8474917,16829.70444,39.61583057,1,424.8227083,1,1,1,0.323192833,0.41353361,635.7932705,7.65879455,86.36607695,1.585,8415,87.21567825,399.9136873,5048.054458,50006.34075,-1,180474.3335,19.99784207,128.9125546,63.3546137,1619.029863,90,0,3,636.9971922,13,469.1852055,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Purples,8,303.0378504,34748.05206,101.0126168,1,343.9971477,1,-1,-1,0.691165986,0.511644573,28.23156002,4.995503461,76.25598619,0.364,9636,41.82456762,439.0523684,4318.076213,51662.34268,-1,118334.0376,20.95357651,171.1465769,76.43793367,10314.56137,80.38378378,0,1,753.8683155,16,464.7913781,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Violets,5,139.1972311,39450.14754,46.39907705,1,850.2356092,0,1,-1,0.027462951,0.20052028,628.3864465,7.745718609,31.07022359,6.384,9616,15.14486074,816.1901519,10134.7364,98484.85618,-1,722900.5912,28.56904184,616.1939576,56.80395456,2209.273428,100,1,2,1226.89119,13,814.5929858,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Khakis,2,146.8643431,45086.65962,48.95478102,1,920.9858299,0,-1,-1,0.396534599,0.183747385,446.9423462,5.551215841,96.07653765,6.983,9017,82.72716294,616.087421,10442.03314,85038.73158,1,848214.8988,24.82110837,574.763525,16.15700277,2455.525366,100,2,2,1083.424627,16,873.6947303,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Blues,8,1908.386898,9429.474557,636.128966,0,14.82321206,1,1,-1,0.301247045,0.626701361,964.7164026,4.367457801,50.11706208,4.29,9710,17.86842735,910.1623597,1968.55684,75815.47294,1,219.7276156,30.16889722,740.5026036,16.64053025,405306.1903,80,1,4,880.4216962,10,119.5865024,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Purples,1,162.2464321,25239.34865,54.08214405,1,466.68543,1,-1,1,0.705628441,0.286641598,220.183823,9.932063646,74.98803057,0.805,9195,51.31436693,430.6131329,5528.080565,53681.42836,1,217795.2905,20.75122003,77.46598682,26.04569499,2988.960449,80,2,3,679.8448282,14,491.2489312,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Purples,7,475.7520972,66290.48435,158.5840324,0,418.0148742,1,1,-1,0.326220238,0.373031272,620.8361334,2.067664166,85.43379314,0.04,9960,4.88488283,429.7891102,5039.726962,56390.49412,0,174736.435,20.73135573,183.0791741,29.74388476,25317.47937,80,1,3,752.5489135,10,647.8744538,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Browns,6,214.2395349,24836.59122,71.4131783,0,347.7872265,1,-1,1,0.300048339,0.140342709,471.7309657,5.595642966,69.18608316,0.294,9706,91.64784513,400.8109144,4279.494094,47791.53227,1,120955.9549,20.0202626,195.9055121,71.51747425,5181.255213,100,1,2,608.8623774,10,426.7076636,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pinks,4,905.1944279,46239.41871,301.731476,0,693.2797995,0,1,-1,0.300036914,0.51625495,334.8181995,1.660863485,59.61198576,3.962,6038,1.969170291,626.4935814,8185.785158,72611.41024,1,480636.8804,25.0298538,251.2253138,69.30561643,91353.61506,70,2,2,865.914967,8,465.4855277,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Khakis,2,374.8703741,1908.102664,124.9567914,1,15.27009971,1,1,1,0.50559376,0.632627473,660.0100845,6.358115678,98.22916866,6.543,9457,48.2024458,230.0810511,612.8630994,20076.90647,0,233.1759452,15.16842283,707.2775292,51.30275569,15749.1565,60,1,0,239.2701882,12,61.34046439,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Oranges,8,644.0089374,47851.42856,214.6696458,0,222.907288,1,-1,1,0.565994951,0.319754876,934.2662615,8.128132708,46.41312535,7.211,4789,20.40286444,476.8796055,3182.832091,56175.35325,1,49687.65905,21.83757325,302.4252573,25.87143346,46307.72647,30,0,1,760.9510894,9,618.9374313,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Khakis,9,217.0873105,435.9541304,72.36243683,1,6.024591618,1,-1,-1,0.104350191,0.646608718,301.8576142,3.023307165,9.145886125,11.337,4663,47.97639099,210.2483531,480.7426223,60311.8479,0,36.29570417,14.49994321,677.2933543,97.67674184,5318.6847,80,0,2,259.0232068,12,138.3944597,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Purples,5,202.2869823,47384.63675,67.42899409,1,444.8931843,1,1,1,0.540782303,0.920926085,642.6655506,5.296804206,70.81758836,2.755,7245,73.20675105,421.3826092,5291.697061,51122.69878,0,197929.9454,20.52760603,119.878211,81.93735073,4624.098238,90,2,4,637.8403171,13,428.2133007,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Whites,7,630.8157874,97643.46387,210.2719291,0,464.3675657,1,-1,-1,0.444087614,0.078746117,692.702366,8.16065985,99.74387989,0.934,9066,90.04925394,456.3082321,5556.292121,55808.00061,1,215637.2361,21.36137243,56.51781039,83.06018396,44434.55612,60,1,1,24.98175162,6,496.0475402,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Turquoises,4,146.5047044,15979.46844,48.83490147,0,327.2141021,1,-1,1,0.529310772,0.778124505,142.2032078,5.907014615,97.31307412,8.837,7163,13.77528072,277.1259354,3826.392892,34993.70166,0,107069.0686,16.64709991,336.8918443,96.15745691,31183.33435,70,1,0,439.9822974,10,315.6950907,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Whites,8,311.1627458,55743.1899,103.7209153,1,537.4344196,0,-1,1,0.133147933,0.783679271,485.9626091,4.19459807,46.25247046,5.691,4309,11.93210608,482.953972,6340.25214,59153.04266,-1,288835.7554,21.97621378,41.46046412,84.94267429,10871.74918,100,1,1,735.8007073,11,494.797381,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Whites,3,252.0862455,44789.36379,84.0287485,0,533.0242874,0,-1,1,0.785583158,0.547215147,336.3165166,9.270151621,59.25341763,2,8000,57.54880868,387.040832,6104.324538,50246.76663,1,284114.8909,19.67335335,130.1439562,55.19213309,7154.859324,100,1,3,623.8584641,11,444.4385731,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Greys,10,989.9746708,165864.4319,329.9915569,0,502.6323504,0,-1,1,0.309528684,0.439617772,159.1824198,1.053405446,37.3700419,5.829,6171,41.18242413,660.6347416,6347.592988,72187.30147,-1,252639.2797,25.70281583,163.580648,92.9778452,109234.4192,40,2,2,879.4382455,7,469.2074861,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Khakis,2,367.4944482,120740.0785,122.4981494,0,985.648184,0,-1,-1,0.759049792,0.738095333,341.9997052,3.543082699,65.37882034,9.19,6810,25.99543,658.94202,11174.36588,85462.55647,1,971502.3427,25.66986599,547.034291,63.54483049,15138.29476,90,1,1,1039.246892,14,695.2685103,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Khakis,9,31.36559091,1458.572141,10.45519697,0,139.5069022,1,-1,1,0.088735232,0.377348522,37.32334077,2.543219959,16.31995032,12.223,3777,23.82389256,220.4616929,1835.992408,23332.03044,0,19462.17576,14.84795248,578.3406254,54.51859082,129.7663406,80,2,4,284.6157284,13,144.4990291,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Purples,2,988.4326434,139480.2707,329.4775478,1,423.3377103,1,-1,1,0.450746255,0.535211365,806.0723995,8.725912797,58.30366721,6.683,3317,32.6617233,348.1662118,4929.709527,47485.53728,-1,179214.817,18.65921252,174.8855926,70.22034896,108894.932,70,0,3,626.0203022,13,540.6738811,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Purples,3,135.4631403,20848.06454,45.1543801,0,461.7063614,1,-1,1,0.477205915,0.516455826,343.4156247,5.13644537,36.7027645,3.688,6312,33.57491447,521.9311143,5660.925843,61593.60309,1,213172.7642,22.84581175,49.0045691,98.81495065,2094.072422,60,2,1,776.563113,9,521.3089479,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Browns,8,105.6297152,18301.31101,35.20990508,0,519.777346,0,-1,1,0.610588632,0.26940656,346.2025563,0.887819256,95.88558022,4.455,5545,18.31485881,473.9631364,6145.699733,57224.48843,0,270168.4894,21.77069444,55.40564432,83.31309848,1284.947321,70,2,3,706.1798321,6,455.2705495,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Khakis,10,255.716727,17568.04309,85.23890901,0,164.5171911,1,1,-1,0.747650195,0.698499957,410.7991755,7.442709163,72.11640743,7.426,8574,7.944882242,412.8947554,2886.825169,42736.93023,0,42478.67984,20.31981189,383.4459384,68.34540616,7360.910519,90,2,0,527.0327926,13,269.6343125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Blues,6,1310.117841,36010.51502,436.7059471,1,82.45941065,1,1,1,0.50230266,0.888640021,534.072736,1.340411121,39.92378558,7.31,6690,7.605147641,613.5012812,2051.596669,71915.81462,-1,6799.554405,24.76895802,611.3655915,70.31111713,191158.7901,60,1,1,1026.351489,8,931.9087889,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Purples,6,229.5968667,29924.40236,76.53228891,0,391.0036246,1,1,-1,0.809703622,0.124928675,103.7911351,0.912153968,62.03769697,0.333,9667,28.01328411,410.7583366,4731.552919,51751.9837,1,152883.8344,20.26717387,144.538521,75.31592846,5943.723534,90,1,3,674.9623254,14,532.3589201,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Browns,10,204.0201653,19911.6669,68.00672176,0,292.7896888,1,1,-1,0.552990365,0.044300419,434.6855709,3.283700428,26.32154932,6.933,3067,56.36357607,366.9759943,3661.848877,42854.50111,-1,85725.80186,19.15661751,278.2623737,47.8944978,4702.920926,60,0,2,544.7529475,5,370.3911674,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Greys,9,362.1289105,67894.06906,120.7096368,1,562.4577361,0,-1,-1,0.743313949,0.035695567,747.324602,0.129606242,34.20566281,7.842,4158,94.06827542,397.8209265,6420.219214,53111.74595,0,316358.7049,19.94544877,120.152522,85.23030952,14701.52606,40,0,3,669.1604838,6,509.7517526,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
